occurence_PK,occurrencedate,occurrencehour,occurrenceday,occurrencemonth,occurrenceyear
2430,2019-08-08 04:00:00+00:00,4,8,8,2019
2431,2019-08-11 04:00:00+00:00,4,11,8,2019
2432,2019-08-13 04:00:00+00:00,4,13,8,2019
2433,2019-08-12 04:00:00+00:00,4,12,8,2019
2434,2019-08-10 04:00:00+00:00,4,10,8,2019
2435,2019-08-09 04:00:00+00:00,4,9,8,2019
2436,2019-08-14 04:00:00+00:00,4,14,8,2019
2437,2012-07-08 04:00:00+00:00,4,8,7,2012
2438,2019-08-15 04:00:00+00:00,4,15,8,2019
2439,2019-08-17 04:00:00+00:00,4,17,8,2019
2440,2019-08-16 04:00:00+00:00,4,16,8,2019
2441,2019-08-18 04:00:00+00:00,4,18,8,2019
2442,2019-08-22 04:00:00+00:00,4,22,8,2019
2443,2019-08-19 04:00:00+00:00,4,19,8,2019
2444,2019-08-21 04:00:00+00:00,4,21,8,2019
2445,2019-08-20 04:00:00+00:00,4,20,8,2019
2446,2019-08-23 04:00:00+00:00,4,23,8,2019
2447,2019-08-30 04:00:00+00:00,4,30,8,2019
2448,2019-08-31 04:00:00+00:00,4,31,8,2019
2449,2019-09-01 04:00:00+00:00,4,1,9,2019
2450,2019-08-27 04:00:00+00:00,4,27,8,2019
2451,2019-08-26 04:00:00+00:00,4,26,8,2019
2452,2019-08-25 04:00:00+00:00,4,25,8,2019
2453,2019-08-29 04:00:00+00:00,4,29,8,2019
2454,2019-08-28 04:00:00+00:00,4,28,8,2019
2455,2019-08-24 04:00:00+00:00,4,24,8,2019
2456,2019-09-09 04:00:00+00:00,4,9,9,2019
2457,2019-09-03 04:00:00+00:00,4,3,9,2019
2458,2019-09-07 04:00:00+00:00,4,7,9,2019
2459,2019-09-06 04:00:00+00:00,4,6,9,2019
2460,2019-09-08 04:00:00+00:00,4,8,9,2019
2461,2019-09-05 04:00:00+00:00,4,5,9,2019
2462,2019-09-02 04:00:00+00:00,4,2,9,2019
2463,2019-09-10 04:00:00+00:00,4,10,9,2019
2464,2019-09-04 04:00:00+00:00,4,4,9,2019
2465,2019-09-11 04:00:00+00:00,4,11,9,2019
2466,2019-09-14 04:00:00+00:00,4,14,9,2019
2467,2019-09-13 04:00:00+00:00,4,13,9,2019
2468,2019-09-17 04:00:00+00:00,4,17,9,2019
2469,2019-09-12 04:00:00+00:00,4,12,9,2019
2470,2019-09-15 04:00:00+00:00,4,15,9,2019
2471,2019-09-16 04:00:00+00:00,4,16,9,2019
2472,2019-09-18 04:00:00+00:00,4,18,9,2019
2473,2019-09-19 04:00:00+00:00,4,19,9,2019
2474,2019-09-22 04:00:00+00:00,4,22,9,2019
2475,2019-09-20 04:00:00+00:00,4,20,9,2019
2476,2019-09-23 04:00:00+00:00,4,23,9,2019
2477,2019-09-21 04:00:00+00:00,4,21,9,2019
2478,2009-03-24 04:00:00+00:00,4,24,3,2009
2479,2019-09-24 04:00:00+00:00,4,24,9,2019
2480,2019-09-25 04:00:00+00:00,4,25,9,2019
2481,2019-09-27 04:00:00+00:00,4,27,9,2019
2482,2019-09-26 04:00:00+00:00,4,26,9,2019
2483,2019-09-28 04:00:00+00:00,4,28,9,2019
2484,2010-09-25 04:00:00+00:00,4,25,9,2010
2485,2019-10-03 04:00:00+00:00,4,3,10,2019
2486,2019-09-30 04:00:00+00:00,4,30,9,2019
2487,2019-09-29 04:00:00+00:00,4,29,9,2019
2488,2019-10-01 04:00:00+00:00,4,1,10,2019
2489,2019-10-04 04:00:00+00:00,4,4,10,2019
2490,2019-10-02 04:00:00+00:00,4,2,10,2019
2491,2019-10-06 04:00:00+00:00,4,6,10,2019
2492,2019-10-05 04:00:00+00:00,4,5,10,2019
2493,2010-08-30 04:00:00+00:00,4,30,8,2010
2494,2019-10-07 04:00:00+00:00,4,7,10,2019
2495,2005-06-01 04:00:00+00:00,4,1,6,2005
2496,2004-05-05 04:00:00+00:00,4,5,5,2004
2497,2019-10-11 04:00:00+00:00,4,11,10,2019
2498,2019-10-13 04:00:00+00:00,4,13,10,2019
2499,2019-10-10 04:00:00+00:00,4,10,10,2019
2500,2019-10-09 04:00:00+00:00,4,9,10,2019
2501,2019-10-12 04:00:00+00:00,4,12,10,2019
2502,2019-10-14 04:00:00+00:00,4,14,10,2019
2503,2019-10-08 04:00:00+00:00,4,8,10,2019
2504,2019-10-15 04:00:00+00:00,4,15,10,2019
2505,2011-05-01 04:00:00+00:00,4,1,5,2011
2506,2019-10-16 04:00:00+00:00,4,16,10,2019
2507,2019-10-20 04:00:00+00:00,4,20,10,2019
2508,2019-10-17 04:00:00+00:00,4,17,10,2019
2509,2019-10-21 04:00:00+00:00,4,21,10,2019
2510,2019-10-19 04:00:00+00:00,4,19,10,2019
2511,2019-10-23 04:00:00+00:00,4,23,10,2019
2512,2019-10-18 04:00:00+00:00,4,18,10,2019
2513,2019-10-22 04:00:00+00:00,4,22,10,2019
2514,2019-10-27 04:00:00+00:00,4,27,10,2019
2515,2019-10-26 04:00:00+00:00,4,26,10,2019
2516,2019-10-25 04:00:00+00:00,4,25,10,2019
2517,2019-10-30 04:00:00+00:00,4,30,10,2019
2518,2019-10-28 04:00:00+00:00,4,28,10,2019
2519,2019-10-24 04:00:00+00:00,4,24,10,2019
2520,2019-10-29 04:00:00+00:00,4,29,10,2019
2521,2019-10-31 04:00:00+00:00,4,31,10,2019
2522,2019-11-01 04:00:00+00:00,4,1,11,2019
2523,2019-11-02 04:00:00+00:00,4,2,11,2019
2524,2019-11-03 04:00:00+00:00,4,3,11,2019
2525,2019-11-05 05:00:00+00:00,5,5,11,2019
2526,2019-11-07 05:00:00+00:00,5,7,11,2019
2527,2019-11-04 05:00:00+00:00,5,4,11,2019
2528,2019-11-09 05:00:00+00:00,5,9,11,2019
2529,2019-11-08 05:00:00+00:00,5,8,11,2019
2530,2019-11-06 05:00:00+00:00,5,6,11,2019
2531,2019-11-14 05:00:00+00:00,5,14,11,2019
2532,2019-11-13 05:00:00+00:00,5,13,11,2019
2533,2019-11-17 05:00:00+00:00,5,17,11,2019
2534,2019-11-15 05:00:00+00:00,5,15,11,2019
2535,2019-11-11 05:00:00+00:00,5,11,11,2019
2536,2019-11-16 05:00:00+00:00,5,16,11,2019
2537,2019-11-12 05:00:00+00:00,5,12,11,2019
2538,2019-11-18 05:00:00+00:00,5,18,11,2019
2539,2019-11-10 05:00:00+00:00,5,10,11,2019
2540,2019-11-19 05:00:00+00:00,5,19,11,2019
2541,2019-11-25 05:00:00+00:00,5,25,11,2019
2542,2019-11-22 05:00:00+00:00,5,22,11,2019
2543,2019-11-20 05:00:00+00:00,5,20,11,2019
2544,2019-11-24 05:00:00+00:00,5,24,11,2019
2545,2019-11-21 05:00:00+00:00,5,21,11,2019
2546,2019-11-26 05:00:00+00:00,5,26,11,2019
2547,2019-11-23 05:00:00+00:00,5,23,11,2019
2548,2019-11-27 05:00:00+00:00,5,27,11,2019
2549,2019-12-05 05:00:00+00:00,5,5,12,2019
2550,2019-12-02 05:00:00+00:00,5,2,12,2019
2551,2019-12-06 05:00:00+00:00,5,6,12,2019
2552,2019-12-01 05:00:00+00:00,5,1,12,2019
2553,2019-11-30 05:00:00+00:00,5,30,11,2019
2554,2019-11-28 05:00:00+00:00,5,28,11,2019
2555,2019-12-04 05:00:00+00:00,5,4,12,2019
2556,2019-12-03 05:00:00+00:00,5,3,12,2019
2557,2019-11-29 05:00:00+00:00,5,29,11,2019
2558,2019-12-07 05:00:00+00:00,5,7,12,2019
2559,2019-12-08 05:00:00+00:00,5,8,12,2019
2560,2019-12-09 05:00:00+00:00,5,9,12,2019
2561,2019-12-15 05:00:00+00:00,5,15,12,2019
2562,2019-12-12 05:00:00+00:00,5,12,12,2019
2563,2019-12-13 05:00:00+00:00,5,13,12,2019
2564,2019-12-11 05:00:00+00:00,5,11,12,2019
2565,2019-12-14 05:00:00+00:00,5,14,12,2019
2566,2019-12-10 05:00:00+00:00,5,10,12,2019
2567,2019-12-16 05:00:00+00:00,5,16,12,2019
2568,2019-12-18 05:00:00+00:00,5,18,12,2019
2569,2019-12-24 05:00:00+00:00,5,24,12,2019
2570,2019-12-20 05:00:00+00:00,5,20,12,2019
2571,2019-12-17 05:00:00+00:00,5,17,12,2019
2572,2019-12-22 05:00:00+00:00,5,22,12,2019
2573,2019-12-19 05:00:00+00:00,5,19,12,2019
2574,2019-12-25 05:00:00+00:00,5,25,12,2019
2575,2019-12-21 05:00:00+00:00,5,21,12,2019
2576,2019-12-23 05:00:00+00:00,5,23,12,2019
2577,2019-12-26 05:00:00+00:00,5,26,12,2019
2578,1999-07-07 04:00:00+00:00,4,7,7,1999
2579,2019-12-28 05:00:00+00:00,5,28,12,2019
2580,2020-01-03 05:00:00+00:00,5,3,1,2020
2581,2019-12-29 05:00:00+00:00,5,29,12,2019
2582,2019-12-27 05:00:00+00:00,5,27,12,2019
2583,2020-01-02 05:00:00+00:00,5,2,1,2020
2584,2019-12-31 05:00:00+00:00,5,31,12,2019
2585,2020-01-04 05:00:00+00:00,5,4,1,2020
2586,2019-12-30 05:00:00+00:00,5,30,12,2019
2587,2020-01-01 05:00:00+00:00,5,1,1,2020
2588,2020-01-05 05:00:00+00:00,5,5,1,2020
2589,2020-01-13 05:00:00+00:00,5,13,1,2020
2590,2020-01-11 05:00:00+00:00,5,11,1,2020
2591,2020-01-06 05:00:00+00:00,5,6,1,2020
2592,2020-01-14 05:00:00+00:00,5,14,1,2020
2593,2020-01-09 05:00:00+00:00,5,9,1,2020
2594,2020-01-10 05:00:00+00:00,5,10,1,2020
2595,2020-01-07 05:00:00+00:00,5,7,1,2020
2596,2020-01-12 05:00:00+00:00,5,12,1,2020
2597,2020-01-08 05:00:00+00:00,5,8,1,2020
2598,2020-01-15 05:00:00+00:00,5,15,1,2020
2599,2020-01-20 05:00:00+00:00,5,20,1,2020
2600,2020-01-18 05:00:00+00:00,5,18,1,2020
2601,2020-01-23 05:00:00+00:00,5,23,1,2020
2602,2020-01-17 05:00:00+00:00,5,17,1,2020
2603,2020-01-22 05:00:00+00:00,5,22,1,2020
2604,2020-01-19 05:00:00+00:00,5,19,1,2020
2605,2020-01-21 05:00:00+00:00,5,21,1,2020
2606,2020-01-24 05:00:00+00:00,5,24,1,2020
2607,2020-01-16 05:00:00+00:00,5,16,1,2020
2608,2020-01-26 05:00:00+00:00,5,26,1,2020
2609,2020-01-25 05:00:00+00:00,5,25,1,2020
2610,2020-01-30 05:00:00+00:00,5,30,1,2020
2611,2020-01-27 05:00:00+00:00,5,27,1,2020
2612,2020-02-02 05:00:00+00:00,5,2,2,2020
2613,2020-01-29 05:00:00+00:00,5,29,1,2020
2614,2020-01-28 05:00:00+00:00,5,28,1,2020
2615,2020-01-31 05:00:00+00:00,5,31,1,2020
2616,2020-02-01 05:00:00+00:00,5,1,2,2020
2617,2020-02-03 05:00:00+00:00,5,3,2,2020
2618,2020-02-10 05:00:00+00:00,5,10,2,2020
2619,2020-02-11 05:00:00+00:00,5,11,2,2020
2620,2020-02-12 05:00:00+00:00,5,12,2,2020
2621,2020-02-05 05:00:00+00:00,5,5,2,2020
2622,2020-02-07 05:00:00+00:00,5,7,2,2020
2623,2020-02-08 05:00:00+00:00,5,8,2,2020
2624,2020-02-04 05:00:00+00:00,5,4,2,2020
2625,2020-02-09 05:00:00+00:00,5,9,2,2020
2626,2020-02-06 05:00:00+00:00,5,6,2,2020
2627,2004-12-26 05:00:00+00:00,5,26,12,2004
2628,2020-02-16 05:00:00+00:00,5,16,2,2020
2629,2020-02-15 05:00:00+00:00,5,15,2,2020
2630,2020-02-19 05:00:00+00:00,5,19,2,2020
2631,2020-02-14 05:00:00+00:00,5,14,2,2020
2632,2020-02-17 05:00:00+00:00,5,17,2,2020
2633,2020-02-13 05:00:00+00:00,5,13,2,2020
2634,2020-02-21 05:00:00+00:00,5,21,2,2020
2635,2020-02-20 05:00:00+00:00,5,20,2,2020
2636,2020-02-18 05:00:00+00:00,5,18,2,2020
2637,2020-02-22 05:00:00+00:00,5,22,2,2020
2638,2020-02-29 05:00:00+00:00,5,29,2,2020
2639,2020-02-26 05:00:00+00:00,5,26,2,2020
2640,2020-02-28 05:00:00+00:00,5,28,2,2020
2641,2020-02-25 05:00:00+00:00,5,25,2,2020
2642,2020-03-01 05:00:00+00:00,5,1,3,2020
2643,2020-02-24 05:00:00+00:00,5,24,2,2020
2644,2020-02-23 05:00:00+00:00,5,23,2,2020
2645,2020-02-27 05:00:00+00:00,5,27,2,2020
2646,2020-03-02 05:00:00+00:00,5,2,3,2020
2647,2020-03-03 05:00:00+00:00,5,3,3,2020
2648,2020-03-04 05:00:00+00:00,5,4,3,2020
2649,2020-03-09 04:00:00+00:00,4,9,3,2020
2650,2020-03-05 05:00:00+00:00,5,5,3,2020
2651,2020-03-07 05:00:00+00:00,5,7,3,2020
2652,2020-03-08 05:00:00+00:00,5,8,3,2020
2653,2020-03-06 05:00:00+00:00,5,6,3,2020
2654,2020-03-10 04:00:00+00:00,4,10,3,2020
2655,2002-06-10 04:00:00+00:00,4,10,6,2002
2656,2020-03-11 04:00:00+00:00,4,11,3,2020
2657,2013-03-23 04:00:00+00:00,4,23,3,2013
2658,2020-03-18 04:00:00+00:00,4,18,3,2020
2659,2020-03-17 04:00:00+00:00,4,17,3,2020
2660,2020-03-19 04:00:00+00:00,4,19,3,2020
2661,2020-03-15 04:00:00+00:00,4,15,3,2020
2662,2020-03-14 04:00:00+00:00,4,14,3,2020
2663,2020-03-16 04:00:00+00:00,4,16,3,2020
2664,2020-03-20 04:00:00+00:00,4,20,3,2020
2665,2020-03-12 04:00:00+00:00,4,12,3,2020
2666,2020-03-13 04:00:00+00:00,4,13,3,2020
2667,1995-08-12 04:00:00+00:00,4,12,8,1995
2668,2020-03-29 04:00:00+00:00,4,29,3,2020
2669,2020-03-28 04:00:00+00:00,4,28,3,2020
2670,2020-03-27 04:00:00+00:00,4,27,3,2020
2671,2020-03-26 04:00:00+00:00,4,26,3,2020
2672,2020-03-30 04:00:00+00:00,4,30,3,2020
2673,2020-03-21 04:00:00+00:00,4,21,3,2020
2674,2020-03-23 04:00:00+00:00,4,23,3,2020
2675,2020-03-25 04:00:00+00:00,4,25,3,2020
2676,2020-03-24 04:00:00+00:00,4,24,3,2020
2677,2020-03-22 04:00:00+00:00,4,22,3,2020
2678,2020-03-31 04:00:00+00:00,4,31,3,2020
2679,2020-04-02 04:00:00+00:00,4,2,4,2020
2680,2020-04-09 04:00:00+00:00,4,9,4,2020
2681,2020-04-03 04:00:00+00:00,4,3,4,2020
2682,2020-04-08 04:00:00+00:00,4,8,4,2020
2683,2020-04-10 04:00:00+00:00,4,10,4,2020
2684,2020-04-06 04:00:00+00:00,4,6,4,2020
2685,2020-04-01 04:00:00+00:00,4,1,4,2020
2686,2020-04-05 04:00:00+00:00,4,5,4,2020
2687,2020-04-07 04:00:00+00:00,4,7,4,2020
2688,2020-04-11 04:00:00+00:00,4,11,4,2020
2689,2020-04-04 04:00:00+00:00,4,4,4,2020
2690,2020-04-12 04:00:00+00:00,4,12,4,2020
2691,2020-04-21 04:00:00+00:00,4,21,4,2020
2692,2020-04-18 04:00:00+00:00,4,18,4,2020
2693,2020-04-14 04:00:00+00:00,4,14,4,2020
2694,2020-04-19 04:00:00+00:00,4,19,4,2020
2695,2020-04-20 04:00:00+00:00,4,20,4,2020
2696,2020-04-17 04:00:00+00:00,4,17,4,2020
2697,2020-04-22 04:00:00+00:00,4,22,4,2020
2698,2020-04-16 04:00:00+00:00,4,16,4,2020
2699,2020-04-13 04:00:00+00:00,4,13,4,2020
2700,2020-04-15 04:00:00+00:00,4,15,4,2020
2701,2020-04-23 04:00:00+00:00,4,23,4,2020
2702,2020-05-03 04:00:00+00:00,4,3,5,2020
2703,2020-04-24 04:00:00+00:00,4,24,4,2020
2704,2020-04-28 04:00:00+00:00,4,28,4,2020
2705,2020-04-29 04:00:00+00:00,4,29,4,2020
2706,2020-05-04 04:00:00+00:00,4,4,5,2020
2707,2020-05-05 04:00:00+00:00,4,5,5,2020
2708,2020-04-30 04:00:00+00:00,4,30,4,2020
2709,2020-05-01 04:00:00+00:00,4,1,5,2020
2710,2020-05-06 04:00:00+00:00,4,6,5,2020
2711,2020-04-25 04:00:00+00:00,4,25,4,2020
2712,2020-05-02 04:00:00+00:00,4,2,5,2020
2713,2020-04-26 04:00:00+00:00,4,26,4,2020
2714,2020-04-27 04:00:00+00:00,4,27,4,2020
2715,2020-05-07 04:00:00+00:00,4,7,5,2020
2716,2020-05-15 04:00:00+00:00,4,15,5,2020
2717,2020-05-14 04:00:00+00:00,4,14,5,2020
2718,2020-05-12 04:00:00+00:00,4,12,5,2020
2719,2020-05-08 04:00:00+00:00,4,8,5,2020
2720,2020-05-13 04:00:00+00:00,4,13,5,2020
2721,2020-05-16 04:00:00+00:00,4,16,5,2020
2722,2020-05-17 04:00:00+00:00,4,17,5,2020
2723,2020-05-09 04:00:00+00:00,4,9,5,2020
2724,2020-05-18 04:00:00+00:00,4,18,5,2020
2725,2020-05-19 04:00:00+00:00,4,19,5,2020
2726,2020-05-10 04:00:00+00:00,4,10,5,2020
2727,2020-05-11 04:00:00+00:00,4,11,5,2020
2728,2011-09-27 04:00:00+00:00,4,27,9,2011
2729,2020-05-20 04:00:00+00:00,4,20,5,2020
2730,2020-05-21 04:00:00+00:00,4,21,5,2020
2731,2020-05-22 04:00:00+00:00,4,22,5,2020
2732,2020-05-30 04:00:00+00:00,4,30,5,2020
2733,2020-05-27 04:00:00+00:00,4,27,5,2020
2734,2020-05-29 04:00:00+00:00,4,29,5,2020
2735,2020-05-25 04:00:00+00:00,4,25,5,2020
2736,2020-05-28 04:00:00+00:00,4,28,5,2020
2737,2020-05-26 04:00:00+00:00,4,26,5,2020
2738,2020-05-23 04:00:00+00:00,4,23,5,2020
2739,2020-05-24 04:00:00+00:00,4,24,5,2020
2740,2020-05-31 04:00:00+00:00,4,31,5,2020
2741,2020-06-05 04:00:00+00:00,4,5,6,2020
2742,2020-06-04 04:00:00+00:00,4,4,6,2020
2743,2020-06-08 04:00:00+00:00,4,8,6,2020
2744,2020-06-07 04:00:00+00:00,4,7,6,2020
2745,2020-06-06 04:00:00+00:00,4,6,6,2020
2746,2020-06-01 04:00:00+00:00,4,1,6,2020
2747,2020-06-09 04:00:00+00:00,4,9,6,2020
2748,2020-06-02 04:00:00+00:00,4,2,6,2020
2749,2020-06-03 04:00:00+00:00,4,3,6,2020
2750,2020-06-10 04:00:00+00:00,4,10,6,2020
2751,2020-06-11 04:00:00+00:00,4,11,6,2020
2752,2020-06-19 04:00:00+00:00,4,19,6,2020
2753,2020-06-15 04:00:00+00:00,4,15,6,2020
2754,2020-06-16 04:00:00+00:00,4,16,6,2020
2755,2020-06-12 04:00:00+00:00,4,12,6,2020
2756,2020-06-18 04:00:00+00:00,4,18,6,2020
2757,2020-06-13 04:00:00+00:00,4,13,6,2020
2758,2020-06-20 04:00:00+00:00,4,20,6,2020
2759,2020-06-21 04:00:00+00:00,4,21,6,2020
2760,2020-06-14 04:00:00+00:00,4,14,6,2020
2761,2020-06-17 04:00:00+00:00,4,17,6,2020
2762,2020-06-22 04:00:00+00:00,4,22,6,2020
2763,2020-06-24 04:00:00+00:00,4,24,6,2020
2764,2020-07-01 04:00:00+00:00,4,1,7,2020
2765,2020-06-25 04:00:00+00:00,4,25,6,2020
2766,2020-06-29 04:00:00+00:00,4,29,6,2020
2767,2020-07-02 04:00:00+00:00,4,2,7,2020
2768,2020-06-30 04:00:00+00:00,4,30,6,2020
2769,2020-06-28 04:00:00+00:00,4,28,6,2020
2770,2020-06-23 04:00:00+00:00,4,23,6,2020
2771,2020-06-26 04:00:00+00:00,4,26,6,2020
2772,2020-06-27 04:00:00+00:00,4,27,6,2020
2773,2020-07-09 04:00:00+00:00,4,9,7,2020
2774,2020-07-11 04:00:00+00:00,4,11,7,2020
2775,2020-07-05 04:00:00+00:00,4,5,7,2020
2776,2020-07-08 04:00:00+00:00,4,8,7,2020
2777,2020-07-04 04:00:00+00:00,4,4,7,2020
2778,2020-07-06 04:00:00+00:00,4,6,7,2020
2779,2020-07-07 04:00:00+00:00,4,7,7,2020
2780,2020-07-03 04:00:00+00:00,4,3,7,2020
2781,2020-07-10 04:00:00+00:00,4,10,7,2020
2782,2020-07-12 04:00:00+00:00,4,12,7,2020
2783,2020-07-18 04:00:00+00:00,4,18,7,2020
2784,2020-07-17 04:00:00+00:00,4,17,7,2020
2785,2020-07-13 04:00:00+00:00,4,13,7,2020
2786,2020-07-14 04:00:00+00:00,4,14,7,2020
2787,2020-07-15 04:00:00+00:00,4,15,7,2020
2788,2020-07-16 04:00:00+00:00,4,16,7,2020
2789,2020-07-19 04:00:00+00:00,4,19,7,2020
2790,2020-07-20 04:00:00+00:00,4,20,7,2020
2791,2020-07-21 04:00:00+00:00,4,21,7,2020
2792,2020-07-26 04:00:00+00:00,4,26,7,2020
2793,2020-07-25 04:00:00+00:00,4,25,7,2020
2794,2020-07-24 04:00:00+00:00,4,24,7,2020
2795,2020-07-27 04:00:00+00:00,4,27,7,2020
2796,2020-07-28 04:00:00+00:00,4,28,7,2020
2797,2020-07-22 04:00:00+00:00,4,22,7,2020
2798,2020-07-23 04:00:00+00:00,4,23,7,2020
2799,2020-07-29 04:00:00+00:00,4,29,7,2020
2800,2020-07-30 04:00:00+00:00,4,30,7,2020
2801,2020-08-02 04:00:00+00:00,4,2,8,2020
2802,2020-08-03 04:00:00+00:00,4,3,8,2020
2803,2020-08-06 04:00:00+00:00,4,6,8,2020
2804,2020-08-04 04:00:00+00:00,4,4,8,2020
2805,2020-08-01 04:00:00+00:00,4,1,8,2020
2806,2020-07-31 04:00:00+00:00,4,31,7,2020
2807,2020-08-08 04:00:00+00:00,4,8,8,2020
2808,2020-08-05 04:00:00+00:00,4,5,8,2020
2809,2020-08-07 04:00:00+00:00,4,7,8,2020
2810,2020-08-09 04:00:00+00:00,4,9,8,2020
2811,2020-08-10 04:00:00+00:00,4,10,8,2020
2812,2020-08-13 04:00:00+00:00,4,13,8,2020
2813,2020-08-15 04:00:00+00:00,4,15,8,2020
2814,2020-08-17 04:00:00+00:00,4,17,8,2020
2815,2020-08-11 04:00:00+00:00,4,11,8,2020
2816,2020-08-12 04:00:00+00:00,4,12,8,2020
2817,2020-08-18 04:00:00+00:00,4,18,8,2020
2818,2020-08-16 04:00:00+00:00,4,16,8,2020
2819,2020-08-14 04:00:00+00:00,4,14,8,2020
2820,2020-08-19 04:00:00+00:00,4,19,8,2020
2821,2020-08-20 04:00:00+00:00,4,20,8,2020
2822,2020-08-23 04:00:00+00:00,4,23,8,2020
2823,2020-08-21 04:00:00+00:00,4,21,8,2020
2824,2020-08-25 04:00:00+00:00,4,25,8,2020
2825,2020-08-24 04:00:00+00:00,4,24,8,2020
2826,2020-08-26 04:00:00+00:00,4,26,8,2020
2827,2020-08-22 04:00:00+00:00,4,22,8,2020
2828,2020-08-27 04:00:00+00:00,4,27,8,2020
2829,2020-08-28 04:00:00+00:00,4,28,8,2020
2830,2020-09-05 04:00:00+00:00,4,5,9,2020
2831,2020-08-29 04:00:00+00:00,4,29,8,2020
2832,2020-08-31 04:00:00+00:00,4,31,8,2020
2833,2020-09-03 04:00:00+00:00,4,3,9,2020
2834,2020-08-30 04:00:00+00:00,4,30,8,2020
2835,2020-09-02 04:00:00+00:00,4,2,9,2020
2836,2020-09-06 04:00:00+00:00,4,6,9,2020
2837,2020-09-01 04:00:00+00:00,4,1,9,2020
2838,2004-06-01 04:00:00+00:00,4,1,6,2004
2839,2020-09-04 04:00:00+00:00,4,4,9,2020
2840,2013-08-17 04:00:00+00:00,4,17,8,2013
2841,2020-09-07 04:00:00+00:00,4,7,9,2020
2842,2020-09-08 04:00:00+00:00,4,8,9,2020
2843,2020-09-09 04:00:00+00:00,4,9,9,2020
2844,2020-09-15 04:00:00+00:00,4,15,9,2020
2845,2020-09-12 04:00:00+00:00,4,12,9,2020
2846,2020-09-10 04:00:00+00:00,4,10,9,2020
2847,2020-09-13 04:00:00+00:00,4,13,9,2020
2848,2020-09-11 04:00:00+00:00,4,11,9,2020
2849,2020-09-14 04:00:00+00:00,4,14,9,2020
2850,2020-09-16 04:00:00+00:00,4,16,9,2020
2851,2020-09-17 04:00:00+00:00,4,17,9,2020
2852,2020-09-18 04:00:00+00:00,4,18,9,2020
2853,2020-09-24 04:00:00+00:00,4,24,9,2020
2854,2020-09-19 04:00:00+00:00,4,19,9,2020
2855,2020-09-22 04:00:00+00:00,4,22,9,2020
2856,2020-09-23 04:00:00+00:00,4,23,9,2020
2857,2020-09-25 04:00:00+00:00,4,25,9,2020
2858,2020-09-21 04:00:00+00:00,4,21,9,2020
2859,2020-09-20 04:00:00+00:00,4,20,9,2020
2860,2020-09-26 04:00:00+00:00,4,26,9,2020
2861,2011-11-28 05:00:00+00:00,5,28,11,2011
2862,2020-10-01 04:00:00+00:00,4,1,10,2020
2863,2020-10-02 04:00:00+00:00,4,2,10,2020
2864,2020-09-28 04:00:00+00:00,4,28,9,2020
2865,2020-10-03 04:00:00+00:00,4,3,10,2020
2866,2020-09-29 04:00:00+00:00,4,29,9,2020
2867,2020-09-27 04:00:00+00:00,4,27,9,2020
2868,2020-09-30 04:00:00+00:00,4,30,9,2020
2869,2020-10-05 04:00:00+00:00,4,5,10,2020
2870,2020-10-04 04:00:00+00:00,4,4,10,2020
2871,2020-10-06 04:00:00+00:00,4,6,10,2020
2872,2020-10-13 04:00:00+00:00,4,13,10,2020
2873,2020-10-14 04:00:00+00:00,4,14,10,2020
2874,2020-10-11 04:00:00+00:00,4,11,10,2020
2875,2020-10-12 04:00:00+00:00,4,12,10,2020
2876,2020-10-10 04:00:00+00:00,4,10,10,2020
2877,2020-10-09 04:00:00+00:00,4,9,10,2020
2878,2020-10-15 04:00:00+00:00,4,15,10,2020
2879,2020-10-16 04:00:00+00:00,4,16,10,2020
2880,2020-10-07 04:00:00+00:00,4,7,10,2020
2881,2020-10-08 04:00:00+00:00,4,8,10,2020
2882,2020-10-17 04:00:00+00:00,4,17,10,2020
2883,2002-10-09 04:00:00+00:00,4,9,10,2002
2884,1999-09-30 04:00:00+00:00,4,30,9,1999
2885,2020-10-21 04:00:00+00:00,4,21,10,2020
2886,2020-10-20 04:00:00+00:00,4,20,10,2020
2887,2020-10-18 04:00:00+00:00,4,18,10,2020
2888,2020-10-24 04:00:00+00:00,4,24,10,2020
2889,1993-09-07 04:00:00+00:00,4,7,9,1993
2890,2020-10-19 04:00:00+00:00,4,19,10,2020
2891,2020-10-22 04:00:00+00:00,4,22,10,2020
2892,2020-10-23 04:00:00+00:00,4,23,10,2020
2893,2020-10-26 04:00:00+00:00,4,26,10,2020
2894,2020-10-25 04:00:00+00:00,4,25,10,2020
2895,1992-01-01 05:00:00+00:00,5,1,1,1992
2896,2020-10-27 04:00:00+00:00,4,27,10,2020
2897,2020-11-01 04:00:00+00:00,4,1,11,2020
2898,2020-10-31 04:00:00+00:00,4,31,10,2020
2899,2020-10-30 04:00:00+00:00,4,30,10,2020
2900,2020-10-28 04:00:00+00:00,4,28,10,2020
2901,2020-11-06 05:00:00+00:00,5,6,11,2020
2902,2020-11-02 05:00:00+00:00,5,2,11,2020
2903,2020-11-03 05:00:00+00:00,5,3,11,2020
2904,2020-11-05 05:00:00+00:00,5,5,11,2020
2905,2020-11-04 05:00:00+00:00,5,4,11,2020
2906,2020-10-29 04:00:00+00:00,4,29,10,2020
2907,2020-11-07 05:00:00+00:00,5,7,11,2020
2908,2020-11-13 05:00:00+00:00,5,13,11,2020
2909,2020-11-14 05:00:00+00:00,5,14,11,2020
2910,2020-11-16 05:00:00+00:00,5,16,11,2020
